timestamp,startingXCoord,startingYCoord,participantID,purpose
2022-03-01 00:00:00,-4250.106202053015,5322.250974912648,998,AtHome
2022-03-01 07:15:00,-4250.106202053015,5322.250974912648,998,AtHome
2022-03-01 07:20:00,-4240.854188191495,5326.456347742023,998,Transport
2022-03-01 07:25:00,-3992.061526079893,5210.012463092405,998,Transport
2022-03-01 07:30:00,-3750.684317211359,5158.234268937821,998,AtWork
2022-03-01 12:15:00,-3750.684317211359,5158.234268937821,998,AtWork
2022-03-01 12:20:00,-3741.432303349839,5162.439641767197,998,Transport
2022-03-01 12:25:00,-3937.162253442392,5490.434253807354,998,AtRestaurant
2022-03-01 12:40:00,-3937.162253442392,5490.434253807354,998,AtRestaurant
2022-03-01 12:45:00,-3927.9102395808727,5494.63962663673,998,Transport
2022-03-01 12:50:00,-3750.684317211359,5158.234268937821,998,AtWork
2022-03-01 15:55:00,-3750.684317211359,5158.234268937821,998,AtWork
2022-03-01 16:00:00,-3741.432303349839,5162.439641767197,998,Transport
2022-03-01 16:05:00,-4199.172454541924,5217.856488072924,998,Transport
2022-03-01 16:10:00,-4250.106202053015,5322.250974912648,998,AtHome
2022-03-01 16:15:00,-4240.854188191495,5326.456347742023,998,Transport
2022-03-01 16:20:00,-3921.485815731239,5621.745285371076,998,Transport
2022-03-01 16:25:00,-3708.439589250993,5840.511992639092,998,Transport
2022-03-01 16:30:00,-3349.746249546484,5942.241047780691,998,Transport
2022-03-01 16:35:00,-3207.889785139166,6243.807977708951,998,Transport
2022-03-01 16:40:00,-3218.990153049137,6483.452315235723,998,AtRecreation
2022-03-01 17:50:00,-3218.990153049137,6483.452315235723,998,AtRecreation
2022-03-01 17:55:00,-3209.738139187618,6487.657688065099,998,Transport
2022-03-01 18:00:00,-3145.3799096708312,6667.712089037776,998,AtRestaurant
2022-03-01 18:15:00,-3145.3799096708312,6667.712089037776,998,AtRestaurant
2022-03-01 18:20:00,-3136.127895809312,6671.917461867151,998,Transport
2022-03-01 18:25:00,-3218.990153049137,6483.452315235723,998,AtRecreation
2022-03-01 18:40:00,-3218.990153049137,6483.452315235723,998,AtRecreation
2022-03-01 18:45:00,-3209.738139187618,6487.657688065099,998,Transport
2022-03-01 18:50:00,-3338.243918773334,6223.175158466308,998,Transport
2022-03-01 18:55:00,-3427.519074440868,5862.124763739154,998,Transport
2022-03-01 19:00:00,-3793.6920065901336,5773.744560031377,998,Transport
2022-03-01 19:05:00,-4059.489713904197,5618.912279033105,998,Transport
2022-03-01 19:10:00,-4250.106202053015,5322.250974912648,998,AtHome
2022-03-01 19:15:00,-4240.854188191495,5326.456347742023,998,Transport
2022-03-01 19:20:00,-3921.485815731239,5621.745285371076,998,Transport
2022-03-01 19:25:00,-3770.395475516633,5909.698260827707,998,Transport
2022-03-01 19:30:00,-3912.4460896423066,5963.631610944109,998,AtRecreation
2022-03-01 20:45:00,-3912.4460896423066,5963.631610944109,998,AtRecreation
2022-03-01 20:50:00,-3903.194075780787,5967.8369837734845,998,Transport
2022-03-01 20:55:00,-3797.255235439608,5739.418082857449,998,Transport
2022-03-01 21:00:00,-4093.701286420312,5615.076070950456,998,Transport
2022-03-01 21:05:00,-4250.106202053015,5322.250974912648,998,AtHome
2022-03-01 21:10:00,-4240.854188191495,5326.456347742023,998,Transport
2022-03-01 21:15:00,-3921.485815731239,5621.745285371076,998,Transport
2022-03-01 21:20:00,-3708.439589250993,5840.511992639092,998,Transport
2022-03-01 21:25:00,-3349.746249546484,5942.241047780691,998,Transport
2022-03-01 21:30:00,-3207.889785139166,6243.807977708951,998,Transport
2022-03-01 21:35:00,-3218.990153049137,6483.452315235723,998,AtRecreation
