timestamp,startingXCoord,startingYCoord,participantID,purpose
2022-03-01 00:00:00,-2637.5836078432044,6731.134035926762,489,AtHome
2022-03-01 07:50:00,-2637.5836078432044,6731.134035926762,489,AtHome
2022-03-01 07:55:00,-2642.93180920579,6722.574294868897,489,Transport
2022-03-01 08:00:00,-3004.8812966369305,6472.233836677023,489,Transport
2022-03-01 08:05:00,-3034.857581846324,6054.135170262157,489,Transport
2022-03-01 08:10:00,-2773.7831291594,5863.80773960638,489,Transport
2022-03-01 08:15:00,-2354.6153765588983,5842.883689912384,489,Transport
2022-03-01 08:20:00,-1935.486761534428,5827.360423123419,489,Transport
2022-03-01 08:25:00,-1517.2520614449006,5798.513137441166,489,Transport
2022-03-01 08:30:00,-1097.4417089678443,5800.701210400303,489,Transport
2022-03-01 08:35:00,-754.328132025288,5891.061635190222,489,Transport
2022-03-01 08:40:00,-744.469872203581,5856.051142926449,489,AtWork
2022-03-01 12:30:00,-744.469872203581,5856.051142926449,489,AtWork
2022-03-01 12:35:00,-749.8180735661666,5847.491401868583,489,Transport
2022-03-01 12:40:00,-1043.759150900755,5800.400531984516,489,Transport
2022-03-01 12:45:00,-1171.453128840654,5855.206865294346,489,AtRestaurant
2022-03-01 13:00:00,-1171.453128840654,5855.206865294346,489,AtRestaurant
2022-03-01 13:05:00,-1176.8013302032396,5846.6471242364805,489,Transport
2022-03-01 13:10:00,-744.469872203581,5856.051142926449,489,AtWork
2022-03-01 17:15:00,-744.469872203581,5856.051142926449,489,AtWork
2022-03-01 17:20:00,-749.8180735661666,5847.491401868583,489,Transport
2022-03-01 17:25:00,-1043.759150900755,5800.400531984516,489,Transport
2022-03-01 17:30:00,-1463.6055691057998,5798.315894511461,489,Transport
2022-03-01 17:35:00,-1881.8134542941427,5826.195541566857,489,Transport
2022-03-01 17:40:00,-2301.3589316985704,5836.1077146033,489,Transport
2022-03-01 17:45:00,-2720.108070528324,5862.742176968622,489,Transport
2022-03-01 17:50:00,-3030.18875023225,6000.652622917156,489,Transport
2022-03-01 17:55:00,-3011.5212371794714,6418.967064015006,489,Transport
2022-03-01 18:00:00,-2637.5836078432044,6731.134035926762,489,AtHome
2022-03-02 07:50:00,-2637.5836078432044,6731.134035926762,489,AtHome
2022-03-02 07:55:00,-2642.93180920579,6722.574294868897,489,Transport
2022-03-02 08:00:00,-3004.8812966369305,6472.233836677023,489,Transport
2022-03-02 08:05:00,-3034.857581846324,6054.135170262157,489,Transport
2022-03-02 08:10:00,-2773.7831291594,5863.80773960638,489,Transport
2022-03-02 08:15:00,-2354.6153765588983,5842.883689912384,489,Transport
2022-03-02 08:20:00,-1935.486761534428,5827.360423123419,489,Transport
2022-03-02 08:25:00,-1517.2520614449006,5798.513137441166,489,Transport
2022-03-02 08:30:00,-1097.4417089678443,5800.701210400303,489,Transport
2022-03-02 08:35:00,-754.328132025288,5891.061635190222,489,Transport
2022-03-02 08:40:00,-744.469872203581,5856.051142926449,489,AtWork
2022-03-02 12:30:00,-744.469872203581,5856.051142926449,489,AtWork
2022-03-02 12:35:00,-749.8180735661666,5847.491401868583,489,Transport
2022-03-02 12:40:00,-1043.759150900755,5800.400531984516,489,Transport
2022-03-02 12:45:00,-1171.453128840654,5855.206865294346,489,AtRestaurant
2022-03-02 13:00:00,-1171.453128840654,5855.206865294346,489,AtRestaurant
2022-03-02 13:05:00,-1176.8013302032396,5846.6471242364805,489,Transport
2022-03-02 13:10:00,-744.469872203581,5856.051142926449,489,AtWork
2022-03-02 17:15:00,-744.469872203581,5856.051142926449,489,AtWork
2022-03-02 17:20:00,-749.8180735661666,5847.491401868583,489,Transport
2022-03-02 17:25:00,-1043.759150900755,5800.400531984516,489,Transport
2022-03-02 17:30:00,-1463.6055691057998,5798.315894511461,489,Transport
2022-03-02 17:35:00,-1881.8134542941427,5826.195541566857,489,Transport
2022-03-02 17:40:00,-2301.3589316985704,5836.1077146033,489,Transport
2022-03-02 17:45:00,-2720.108070528324,5862.742176968622,489,Transport
2022-03-02 17:50:00,-3030.18875023225,6000.652622917156,489,Transport
2022-03-02 17:55:00,-3011.5212371794714,6418.967064015006,489,Transport
2022-03-02 18:00:00,-2637.5836078432044,6731.134035926762,489,AtHome
2022-03-03 07:50:00,-2637.5836078432044,6731.134035926762,489,AtHome
2022-03-03 07:55:00,-2642.93180920579,6722.574294868897,489,Transport
2022-03-03 08:00:00,-3004.8812966369305,6472.233836677023,489,Transport
2022-03-03 08:05:00,-3034.857581846324,6054.135170262157,489,Transport
2022-03-03 08:10:00,-2773.7831291594,5863.80773960638,489,Transport
2022-03-03 08:15:00,-2354.6153765588983,5842.883689912384,489,Transport
2022-03-03 08:20:00,-1935.486761534428,5827.360423123419,489,Transport
2022-03-03 08:25:00,-1517.2520614449006,5798.513137441166,489,Transport
2022-03-03 08:30:00,-1097.4417089678443,5800.701210400303,489,Transport
2022-03-03 08:35:00,-754.328132025288,5891.061635190222,489,Transport
2022-03-03 08:40:00,-744.469872203581,5856.051142926449,489,AtWork
2022-03-03 12:30:00,-744.469872203581,5856.051142926449,489,AtWork
2022-03-03 12:35:00,-749.8180735661666,5847.491401868583,489,Transport
2022-03-03 12:40:00,-1043.759150900755,5800.400531984516,489,Transport
2022-03-03 12:45:00,-1171.453128840654,5855.206865294346,489,AtRestaurant
2022-03-03 13:00:00,-1171.453128840654,5855.206865294346,489,AtRestaurant
2022-03-03 13:05:00,-1176.8013302032396,5846.6471242364805,489,Transport
2022-03-03 13:10:00,-744.469872203581,5856.051142926449,489,AtWork
2022-03-03 17:15:00,-744.469872203581,5856.051142926449,489,AtWork
2022-03-03 17:20:00,-749.8180735661666,5847.491401868583,489,Transport
2022-03-03 17:25:00,-1043.759150900755,5800.400531984516,489,Transport
2022-03-03 17:30:00,-1463.6055691057998,5798.315894511461,489,Transport
2022-03-03 17:35:00,-1881.8134542941427,5826.195541566857,489,Transport
2022-03-03 17:40:00,-2301.3589316985704,5836.1077146033,489,Transport
2022-03-03 17:45:00,-2720.108070528324,5862.742176968622,489,Transport
2022-03-03 17:50:00,-3030.18875023225,6000.652622917156,489,Transport
