timestamp,startingXCoord,startingYCoord,participantID,purpose
2022-03-01 00:00:00,-505.3215885666847,6049.459155315078,490,AtHome
2022-03-01 07:00:00,-505.3215885666847,6049.459155315078,490,AtHome
2022-03-01 07:05:00,-511.6638983353841,6049.269942635663,490,Transport
2022-03-01 07:10:00,-807.6604829022815,5799.831987783248,490,Transport
2022-03-01 07:15:00,-861.2611525476523,5460.405886289054,490,Transport
2022-03-01 07:20:00,-1021.9285038604236,5210.1864663704055,490,Transport
2022-03-01 07:25:00,-1439.0118357849249,5237.042898132454,490,Transport
2022-03-01 07:30:00,-1857.1612709481503,5259.712803583756,490,Transport
2022-03-01 07:35:00,-2004.5094611273432,5283.9541392426445,490,AtWork
2022-03-01 13:30:00,-2004.5094611273432,5283.9541392426445,490,AtWork
2022-03-01 13:35:00,-2010.8517708960424,5283.76492656323,490,Transport
2022-03-01 13:40:00,-1543.717700847163,5255.561589843457,490,Transport
2022-03-01 13:45:00,-1258.7017654448157,5074.827215634827,490,Transport
2022-03-01 13:50:00,-1215.0628003045006,4941.192596871774,490,AtRestaurant
2022-03-01 14:05:00,-1215.0628003045006,4941.192596871774,490,AtRestaurant
2022-03-01 14:10:00,-1221.4051100732,4941.00338419236,490,Transport
2022-03-01 14:15:00,-1485.079631677474,5246.9437754904775,490,Transport
2022-03-01 14:20:00,-2004.5094611273432,5283.9541392426445,490,AtWork
2022-03-01 16:20:00,-2004.5094611273432,5283.9541392426445,490,AtWork
2022-03-01 16:25:00,-2010.8517708960424,5283.76492656323,490,Transport
2022-03-01 16:30:00,-1543.717700847163,5255.561589843457,490,Transport
2022-03-01 16:35:00,-1128.291429493834,5212.152846347623,490,Transport
2022-03-01 16:40:00,-857.7020708210428,5354.009622830812,490,Transport
2022-03-01 16:45:00,-886.7356069628238,5772.613441845829,490,Transport
2022-03-01 16:50:00,-653.6077303136719,5977.862926350836,490,Transport
2022-03-01 16:55:00,-505.3215885666847,6049.459155315078,490,AtHome
2022-03-01 17:00:00,-511.6638983353841,6049.269942635663,490,Transport
2022-03-01 17:05:00,-514.5286310454641,5550.305147193068,490,Transport
2022-03-01 17:10:00,-528.86902920889,5299.449504615798,490,Transport
2022-03-01 17:15:00,-244.65971002957644,5170.367629132641,490,Transport
2022-03-01 17:20:00,-254.1151607626913,5026.340016858776,490,AtRecreation
2022-03-01 18:25:00,-254.1151607626913,5026.340016858776,490,AtRecreation
2022-03-01 18:30:00,-260.45747053139064,5026.150804179361,490,Transport
2022-03-01 18:35:00,-352.50884896803706,5294.04368135506,490,Transport
2022-03-01 18:40:00,-509.2187293654184,5376.857702007237,490,Transport
2022-03-01 18:45:00,-538.6627094844116,5792.463329414387,490,Transport
2022-03-01 18:50:00,-505.3215885666847,6049.459155315078,490,AtHome
2022-03-01 18:55:00,-511.6638983353841,6049.269942635663,490,Transport
2022-03-01 19:00:00,-807.6604829022815,5799.831987783248,490,Transport
2022-03-01 19:05:00,-861.2611525476523,5460.405886289054,490,Transport
2022-03-01 19:10:00,-862.630963542191,5040.5908339200805,490,Transport
2022-03-01 19:15:00,-889.2125198743909,4621.825274031975,490,Transport
2022-03-01 19:20:00,-1145.7644994290774,4426.321998821097,490,Transport
2022-03-01 19:25:00,-1407.025922930839,4248.750424487464,490,Transport
2022-03-01 19:30:00,-1567.448911975632,3958.692008787363,490,Transport
2022-03-01 19:35:00,-1518.6150113975111,3815.460702793784,490,AtRecreation
2022-03-01 21:30:00,-1518.6150113975111,3815.460702793784,490,AtRecreation
2022-03-01 21:35:00,-1524.9573211662105,3815.271490114369,490,Transport
2022-03-01 21:40:00,-1522.1036582211982,4233.266190332797,490,Transport
2022-03-01 21:45:00,-1152.2300044801163,4315.150184389265,490,Transport
